Bedrooms,Bedrooms(category),Property Category,Price,Price(with currency),District,Scraped_At
4,4 bedrooms,4bdrm Townhouse / Terrace in Katampe for rent,25000000,"₦ 25,000,000",Katampe,2026-05-30 13:31:09
5,5 bedrooms,5bdrm Duplex in Apo District for rent,20000000,"₦ 20,000,000",Apo District,2026-05-30 13:31:09
1,1 bedroom,Furnished Studio Apartment in Gwarinpa for rent,3450000,"₦ 3,450,000",Gwarinpa,2026-05-30 13:31:09
4,4 bedrooms,4bdrm Townhouse / Terrace in Wuye for rent,25000000,"₦ 25,000,000",Wuye,2026-05-30 13:31:09
4,4 bedrooms,4bdrm Townhouse / Terrace in Wuse 2 for rent,30000000,"₦ 30,000,000",Wuse 2,2026-05-30 13:31:09
4,4 bedrooms,4bdrm Duplex in Zone 1 for rent,30000000,"₦ 30,000,000",Zone 1 / Wuse,2026-05-30 13:31:09
3,3 bedrooms,3bdrm Block of Flats in Guzape District for rent,100000000,"₦ 100,000,000",Guzape District,2026-05-30 13:31:09
3,3 bedrooms,3bdrm Block of Flats in Kaura for rent,5000000,"₦ 5,000,000",Kaura,2026-05-30 13:31:09
1,1 bedroom,1bdrm Block of Flats in Lugbe District for rent,2000000,"₦ 2,000,000",Lugbe District,2026-05-30 13:31:09
3,3 bedrooms,Furnished 3bdrm Apartment in Maitama for rent,25000000,"₦ 25,000,000",Maitama,2026-05-30 13:31:09
4,4 bedrooms,4bdrm Duplex in Mabushi for rent,20000000,"₦ 20,000,000",Mabushi,2026-05-30 13:31:15
3,3 bedrooms,"Furnished 3bdrm Duplex in Wikki Estate, Maitama for rent",25000000,"₦ 25,000,000",Maitama,2026-05-30 13:31:15
5,5 bedrooms,"5bdrm Duplex in Nuggy, Katampe for rent",25000000,"₦ 25,000,000",Katampe,2026-05-30 13:31:15
4,4 bedrooms,"Furnished 4bdrm Duplex in Aldenco, Lugbe District for rent",20000000,"₦ 20,000,000",Lugbe District,2026-05-30 13:31:15
3,3 bedrooms,3bdrm Apartment in Wuye for rent,150000000,"₦ 150,000,000",Wuye,2026-05-30 13:31:15
5,5 bedrooms,5bdrm Townhouse / Terrace in Wuse 2 for rent,90000000,"₦ 90,000,000",Wuse 2,2026-05-30 13:31:15
3,3 bedrooms,3bdrm Block of Flats in Katampe (Main) for rent,9000000,"₦ 9,000,000",Katampe (Main),2026-05-30 13:31:15
3,3 bedrooms,3bdrm Apartment in Apo District for rent,10000000,"₦ 10,000,000",Apo District,2026-05-30 13:31:15
4,4 bedrooms,4bdrm Block of Flats in Dakibiyu for rent,8000000,"₦ 8,000,000",Dakibiyu,2026-05-30 13:31:15
5,5 bedrooms,Furnished 5bdrm Duplex in Maitama for rent,50000000,"₦ 50,000,000",Maitama,2026-05-30 13:31:15
2,2 bedrooms,2bdrm Bungalow in Lugbe District for rent,4000000,"₦ 4,000,000",Lugbe District,2026-05-30 13:31:15
4,4 bedrooms,"4bdrm Duplex in Naf Valley Estate, Asokoro for rent",18000000,"₦ 18,000,000",Asokoro,2026-05-30 13:31:15
3,3 bedrooms,"3bdrm Block of Flats in Prince Estate, Guzape District for rent",10000000,"₦ 10,000,000",Guzape District,2026-05-30 13:31:15
4,4 bedrooms,4bdrm Townhouse / Terrace in Kado for rent,19999999,"₦ 19,999,999",Kado,2026-05-30 13:31:15
1,1 bedroom,1bdrm Room & Parlour in After Berger Clinic for rent,3000000,"₦ 3,000,000",Life Camp,2026-05-30 13:31:15
4,4 bedrooms,4bdrm Duplex in Durumi for rent,12000000,"₦ 12,000,000",Durumi,2026-05-30 13:31:15
3,3 bedrooms,3bdrm Block of Flats in Wuse 2 for rent,15000000,"₦ 15,000,000",Wuse 2,2026-05-30 13:31:15
1,1 bedroom,1bdrm Room & Parlour in Maitama for rent,5000000,"₦ 5,000,000",Maitama,2026-05-30 13:31:15
2,2 bedrooms,2bdrm Block of Flats in Wuye for rent,6500000,"₦ 6,500,000",Wuye,2026-05-30 13:31:15
5,5 bedrooms,5bdrm Duplex in Zone B for rent,14000000,"₦ 14,000,000",Zone B,2026-05-30 13:31:15
2,2 bedrooms,Furnished 2bdrm Apartment in Jahi for rent,22000000,"₦ 22,000,000",Jahi,2026-05-30 13:31:15
5,5 bedrooms,5bdrm Duplex in Katampe Extension for rent,29999999,"₦ 29,999,999",Katampe Extension,2026-05-30 13:31:15
5,5 bedrooms,"5bdrm Duplex in Orange Estate Off, Gwarinpa for rent",10000000,"₦ 10,000,000",Gwarinpa,2026-05-30 13:31:15
4,4 bedrooms,4bdrm Duplex in Mabushi for rent,15000000,"₦ 15,000,000",Mabushi,2026-05-30 13:31:15
4,4 bedrooms,"4bdrm Duplex in Grace Bovlevard, Jahi for rent",13000000,"₦ 13,000,000",Jahi,2026-05-30 13:31:22
3,3 bedrooms,3bdrm Block of Flats in Katampe (Main) for rent,7500000,"₦ 7,500,000",Katampe (Main),2026-05-30 13:31:22
4,4 bedrooms,4bdrm Duplex in Durumi for rent,12000000,"₦ 12,000,000",Durumi,2026-05-30 13:31:22
2,2 bedrooms,2bdrm Apartment in Mabushi Abuja for rent,8000000,"₦ 8,000,000",Mabushi,2026-05-30 13:31:22
1,1 bedroom,"Furnished 1bdrm Shared Apartment in Aston Luxury, Apo District for rent",600000,"₦ 600,000",Apo District,2026-05-30 13:31:22
4,4 bedrooms,4bdrm Duplex in Katampe Extension for rent,25000000,"₦ 25,000,000",Katampe Extension,2026-05-30 13:31:22
6,6 bedrooms,6bdrm Duplex in Maitama for rent,100000000,"₦ 100,000,000",Maitama,2026-05-30 13:31:22
1,1 bedroom,Furnished Studio Apartment in Gwarinpa for rent,790500,"₦ 790,500",Gwarinpa,2026-05-30 13:31:22
3,3 bedrooms,Furnished 3bdrm Block of Flats in Area 11 for rent,25000000,"₦ 25,000,000",Area 11,2026-05-30 13:31:22
3,3 bedrooms,3bdrm Block of Flats in Maitama for rent,200000000,"₦ 200,000,000",Maitama,2026-05-30 13:31:22
3,3 bedrooms,3bdrm Duplex in Utako for rent,15000000,"₦ 15,000,000",Utako,2026-05-30 13:31:22
4,4 bedrooms,Furnished 4bdrm Townhouse / Terrace in Maitama for rent,40000000,"₦ 40,000,000",Maitama,2026-05-30 13:31:22
2,2 bedrooms,Furnished 2bdrm Block of Flats in Wuye for rent,15000000,"₦ 15,000,000",Wuye,2026-05-30 13:31:22
1,1 bedroom,Furnished 1bdrm Apartment in Garki Area 8 for rent,15000000,"₦ 15,000,000",Area 8,2026-05-30 13:31:22
4,4 bedrooms,4bdrm Townhouse / Terrace in Guzape for rent,30000000,"₦ 30,000,000",Guzape District,2026-05-30 13:31:22
4,4 bedrooms,Furnished 4bdrm Duplex in Hill View Community for rent,9000000,"₦ 9,000,000",Kubwa,2026-05-30 13:31:22
1,1 bedroom,1bdrm Block of Flats in Dawaki for rent,3500000,"₦ 3,500,000",Dawaki,2026-05-30 13:31:22
3,3 bedrooms,3bdrm Apartment in Jabi for rent,200000000,"₦ 200,000,000",Jabi,2026-05-30 13:31:22
5,5 bedrooms,5bdrm Duplex in Maitama for rent,28000000,"₦ 28,000,000",Maitama,2026-05-30 13:31:22
2,2 bedrooms,Furnished 2bdrm Apartment in Ado White House for rent,7500000,"₦ 7,500,000",FHA,2026-05-30 13:31:22
1,1 bedroom,"1bdrm Room & Parlour in Gwarimpa 6Th Avenue, Life Camp for rent",3500000,"₦ 3,500,000",Life Camp,2026-05-30 13:31:22
1,1 bedroom,"Mini Flat in Gwarimpa Extension, Life Camp for rent",2000000,"₦ 2,000,000",Life Camp,2026-05-30 13:31:22
4,4 bedrooms,4bdrm Duplex in Asokoro Fct for rent,28000000,"₦ 28,000,000",Asokoro,2026-05-30 13:31:22
4,4 bedrooms,4bdrm Duplex in Wuye for rent,18000000,"₦ 18,000,000",Wuye,2026-05-30 13:31:22
3,3 bedrooms,Furnished 3bdrm Block of Flats in Area 11 for rent,25000000,"₦ 25,000,000",Area 11,2026-05-30 13:31:27
2,2 bedrooms,2bdrm Block of Flats in Asokoro for rent,5000000,"₦ 5,000,000",Asokoro,2026-05-30 13:31:27
1,1 bedroom,"1bdrm Room & Parlour in Gwarimpa 6Th Avenue, Life Camp for rent",3500000,"₦ 3,500,000",Life Camp,2026-05-30 13:31:27
1,1 bedroom,"Mini Flat in Gwarimpa Extension, Life Camp for rent",2000000,"₦ 2,000,000",Life Camp,2026-05-30 13:31:27
7,7 bedrooms,Furnished 7bdrm Duplex in Asokoro for rent,150000000,"₦ 150,000,000",Asokoro,2026-05-30 13:31:27
2,2 bedrooms,Furnished 2bdrm Block of Flats in Jabi for rent,42000000,"₦ 42,000,000",Jabi,2026-05-30 13:31:27
3,3 bedrooms,Furnished 3bdrm Block of Flats in Jabi for rent,48000000,"₦ 48,000,000",Jabi,2026-05-30 13:31:27
3,3 bedrooms,3bdrm Apartment in Idu for rent,6000000,"₦ 6,000,000",Idu Industrial,2026-05-30 13:31:27
5,5 bedrooms,5bdrm Duplex in Jabi for rent,60000000,"₦ 60,000,000",Jabi,2026-05-30 13:31:27
2,2 bedrooms,2bdrm Block of Flats in Apo Legislative for rent,50000000,"₦ 50,000,000",Apo District,2026-05-30 13:31:27
3,3 bedrooms,3bdrm Townhouse / Terrace in Maitama for rent,45000000,"₦ 45,000,000",Maitama,2026-05-30 13:31:27
4,4 bedrooms,4bdrm Block of Flats in Mabushi for rent,15000000,"₦ 15,000,000",Mabushi,2026-05-30 13:31:27
4,4 bedrooms,4bdrm Townhouse / Terrace in Guzape District for rent,16000000,"₦ 16,000,000",Guzape District,2026-05-30 13:31:27
4,4 bedrooms,Furnished 4bdrm Duplex in Wuye for rent,20000000,"₦ 20,000,000",Wuye,2026-05-30 13:31:27
3,3 bedrooms,3bdrm Apartment in Idu for rent,6000000,"₦ 6,000,000",Idu,2026-05-30 13:31:27
3,3 bedrooms,"3bdrm Block of Flats in Dera Community, Dawaki for rent",5000000,"₦ 5,000,000",Dawaki,2026-05-30 13:31:27
2,2 bedrooms,2bdrm Bungalow in Kubwa for rent,2500000,"₦ 2,500,000",Kubwa,2026-05-30 13:31:27
1,1 bedroom,"1bdrm Block of Flats in Hill Side Estate, Dawaki for rent",3000000,"₦ 3,000,000",Dawaki,2026-05-30 13:31:27
1,1 bedroom,"Furnished Studio Apartment in Freedom Avenue, Dutse-Alhaji for rent",650000,"₦ 650,000",Dutse-Alhaji,2026-05-30 13:31:27
5,5 bedrooms,"5bdrm Duplex in Jahi Gilmore,Fct for rent",17000000,"₦ 17,000,000",Jahi,2026-05-30 13:31:27
3,3 bedrooms,"3bdrm Duplex in Gwarimpa Estate,Fct, Gwarinpa for rent",10000000,"₦ 10,000,000",Gwarinpa,2026-05-30 13:31:27
2,2 bedrooms,2bdrm Block of Flats in Idu Main for rent,4000000,"₦ 4,000,000",Idu,2026-05-30 13:31:27
1,1 bedroom,Furnished 1bdrm Block of Flats in Mabushi for rent,7000000,"₦ 7,000,000",Mabushi,2026-05-30 13:31:27
4,4 bedrooms,"Furnished 4bdrm Duplex in F01, Kubwa for rent",5000000,"₦ 5,000,000",Kubwa,2026-05-30 13:31:27
4,4 bedrooms,4bdrm Duplex in Jahi Gilmore Very for rent,15000000,"₦ 15,000,000",Jahi,2026-05-30 13:31:33
2,2 bedrooms,2bdrm Duplex in Katampe for rent,13000000,"₦ 13,000,000",Katampe (Main),2026-05-30 13:31:33
4,4 bedrooms,4bdrm Duplex in Jabi Life Camp for rent,15000000,"₦ 15,000,000",Life Camp,2026-05-30 13:31:33
2,2 bedrooms,"2bdrm Block of Flats in Crown Community, Dawaki for rent",4500000,"₦ 4,500,000",Dawaki,2026-05-30 13:31:33
2,2 bedrooms,Furnished 2bdrm Apartment in Main Jabi for rent,22000000,"₦ 22,000,000",Jabi,2026-05-30 13:31:33
4,4 bedrooms,4bdrm Duplex in Guzape for rent,13000000,"₦ 13,000,000",Guzape District,2026-05-30 13:31:33
3,3 bedrooms,3bdrm Apartment in Guzape District for rent,10000000,"₦ 10,000,000",Guzape District,2026-05-30 13:31:33
5,5 bedrooms,"5bdrm Duplex in Garki Property, Area 11 for rent",25000000,"₦ 25,000,000",Area 11,2026-05-30 13:31:33
2,2 bedrooms,Furnished 2bdrm Apartment in Jahi Gilmore for rent,12000000,"₦ 12,000,000",Jahi,2026-05-30 13:31:33
2,2 bedrooms,2bdrm Apartment in Main Jahi for rent,7000000,"₦ 7,000,000",Jahi,2026-05-30 13:31:33
4,4 bedrooms,4bdrm Townhouse / Terrace in Asokoro for rent,25000000,"₦ 25,000,000",Asokoro,2026-05-30 13:31:33
4,4 bedrooms,4bdrm Townhouse / Terrace in Maitama for rent,25000000,"₦ 25,000,000",Maitama,2026-05-30 13:31:33
2,2 bedrooms,2bdrm Block of Flats in Life  Camp  Estate for rent,6000000,"₦ 6,000,000",Life Camp,2026-05-30 13:31:33
2,2 bedrooms,Furnished 2bdrm Apartment in Jabi for rent,160000000,"₦ 160,000,000",Jabi,2026-05-30 13:31:33
3,3 bedrooms,3bdrm Block of Flats in Main Wuye for rent,10500000,"₦ 10,500,000",Wuye,2026-05-30 13:31:33
4,4 bedrooms,4bdrm Bungalow in Lugbe District for rent,10000000,"₦ 10,000,000",Lugbe District,2026-05-30 13:31:33
2,2 bedrooms,2bdrm Block of Flats in Dawaki for rent,4500000,"₦ 4,500,000",Dawaki,2026-05-30 13:31:33
2,2 bedrooms,"Furnished 2bdrm Block of Flats in F01, Kubwa for rent",4000000,"₦ 4,000,000",Kubwa,2026-05-30 13:31:33
4,4 bedrooms,4bdrm Duplex in Katampe Newly Built for rent,16000000,"₦ 16,000,000",Katampe (Main),2026-05-30 13:31:33
4,4 bedrooms,4bdrm Duplex in Wumba for rent,35000000,"₦ 35,000,000",Wumba,2026-05-30 13:31:33
4,4 bedrooms,"Furnished 4bdrm Duplex in Spring Boulevard, Galadimawa for rent",8000000,"₦ 8,000,000",Galadimawa,2026-05-30 13:31:33
2,2 bedrooms,Furnished 2bdrm Block of Flats in Demi Street Area 1 for rent,7000000,"₦ 7,000,000",Area 1,2026-05-30 13:31:33
2,2 bedrooms,"Furnished 2bdrm Block of Flats in F01, Kubwa for rent",3500000,"₦ 3,500,000",Kubwa,2026-05-30 13:31:33
2,2 bedrooms,Furnished 2bdrm Apartment in Lifecamp for rent,9000000,"₦ 9,000,000",Life Camp,2026-05-30 13:31:33
4,4 bedrooms,4bdrm Duplex in Asokoro for rent,25000000,"₦ 25,000,000",Asokoro,2026-05-30 13:31:39
4,4 bedrooms,Furnished 4bdrm Townhouse / Terrace in Maitama for rent,50000000,"₦ 50,000,000",Maitama,2026-05-30 13:31:39
1,1 bedroom,Furnished 1bdrm Apartment in Maitama for rent,27000000,"₦ 27,000,000",Maitama,2026-05-30 13:31:39
4,4 bedrooms,4bdrm Duplex in Idu Industrial for rent,9000000,"₦ 9,000,000",Idu Industrial,2026-05-30 13:31:39
4,4 bedrooms,4bdrm Duplex in Guzape Main for rent,35000000,"₦ 35,000,000",Guzape District,2026-05-30 13:31:39
4,4 bedrooms,4bdrm Duplex in Katampe Extension for rent,25000000,"₦ 25,000,000",Katampe Extension,2026-05-30 13:31:39
2,2 bedrooms,"Furnished 2bdrm Apartment in Apo Nepa, Zone B for rent",7500000,"₦ 7,500,000",Zone B,2026-05-30 13:31:39
4,4 bedrooms,4bdrm Townhouse / Terrace in Maitama for rent,30000000,"₦ 30,000,000",Maitama,2026-05-30 13:31:39
3,3 bedrooms,Furnished 3bdrm Bungalow in Kado Estate Phase 1 for rent,18000000,"₦ 18,000,000",Kado,2026-05-30 13:31:39
7,7 bedrooms,7bdrm Duplex in Maitama for rent,100000000,"₦ 100,000,000",Maitama,2026-05-30 13:31:39
2,2 bedrooms,Furnished 2bdrm Block of Flats in Wuye for rent,15000000,"₦ 15,000,000",Wuye,2026-05-30 13:31:39
1,1 bedroom,1bdrm Block of Flats in Dawaki for rent,3500000,"₦ 3,500,000",Dawaki,2026-05-30 13:31:39
4,4 bedrooms,4bdrm Duplex in Wuye for rent,18000000,"₦ 18,000,000",Wuye,2026-05-30 13:31:39
2,2 bedrooms,"2bdrm Bungalow in Abuja, Asokoro for rent",10000000,"₦ 10,000,000",Asokoro,2026-05-30 13:31:39
7,7 bedrooms,Furnished 7bdrm Duplex in Asokoro for rent,150000000,"₦ 150,000,000",Asokoro,2026-05-30 13:31:39
2,2 bedrooms,2bdrm Block of Flats in Wuse 2 for rent,7000000,"₦ 7,000,000",Wuse 2,2026-05-30 13:31:39
1,1 bedroom,1bdrm Bungalow in Asokoro for rent,3500000,"₦ 3,500,000",Asokoro,2026-05-30 13:31:39
2,2 bedrooms,2bdrm Block of Flats in Wuse 2 for rent,8000000,"₦ 8,000,000",Wuse 2,2026-05-30 13:31:39
1,1 bedroom,1bdrm Apartment in Karu for rent,800000,"₦ 800,000",Karu,2026-05-30 13:31:39
5,5 bedrooms,5bdrm Duplex in Apo District for rent,20000000,"₦ 20,000,000",Apo District,2026-05-30 13:31:39
1,1 bedroom,"Furnished Studio Apartment in Rock Garden City, Phase 2 / Jikwoyi",1800000,"₦ 1,800,000",Phase 2 / Jikwoyi,2026-05-30 13:31:39
1,1 bedroom,Studio Apartment in Karu for rent,400000,"₦ 400,000",Karu,2026-05-30 13:31:39
1,1 bedroom,Studio Apartment in Karu for rent,350000,"₦ 350,000",Karu,2026-05-30 13:31:39
1,1 bedroom,"Studio Apartment in Rock Garden City, Jikwoyi for rent",2400000,"₦ 2,400,000",Jikwoyi,2026-05-30 13:31:39
1,1 bedroom,1bdrm Block of Flats in Utako for rent,5000000,"₦ 5,000,000",Utako,2026-05-30 13:31:44
10,10 bedrooms,10bdrm Duplex in Zone 1 / Wuse for rent,50000000,"₦ 50,000,000",Zone 1 / Wuse,2026-05-30 13:31:44
2,2 bedrooms,2bdrm Block of Flats in Wuse 2 for rent,8000000,"₦ 8,000,000",Wuse 2,2026-05-30 13:31:44
4,4 bedrooms,4bdrm Townhouse / Terrace in Katampe Extension for rent,20000000,"₦ 20,000,000",Katampe Extension,2026-05-30 13:31:44
2,2 bedrooms,"2bdrm Block of Flats in Fo1, Kubwa for rent",3500000,"₦ 3,500,000",Kubwa,2026-05-30 13:31:44
2,2 bedrooms,"2bdrm Block of Flats in Fo1, Kubwa for rent",5000000,"₦ 5,000,000",Kubwa,2026-05-30 13:31:44
3,3 bedrooms,"Furnished 3bdrm Bungalow in Valley City Estate, Kaura for rent",6000000,"₦ 6,000,000",Kaura,2026-05-30 13:31:44
3,3 bedrooms,3bdrm Block of Flats in Katampe Main for rent,9000000,"₦ 9,000,000",Katampe (Main),2026-05-30 13:31:44
1,1 bedroom,"1bdrm Apartment in Swan Street, Durumi for rent",3000000,"₦ 3,000,000",Durumi,2026-05-30 13:31:44
4,4 bedrooms,4bdrm Townhouse / Terrace in Kado for rent,20000000,"₦ 20,000,000",Kado,2026-05-30 13:31:44
6,6 bedrooms,6bdrm Bungalow in Kado for rent,18000000,"₦ 18,000,000",Kado,2026-05-30 13:31:44
2,2 bedrooms,2bdrm Apartment in Jahi Gilmore for rent,9000000,"₦ 9,000,000",Jahi,2026-05-30 13:31:44
2,2 bedrooms,2bdrm Block of Flats in Wuye for rent,6500000,"₦ 6,500,000",Wuye,2026-05-30 13:31:44
3,3 bedrooms,"Furnished 3bdrm Apartment in Mustapha Crescent, Gaduwa for rent",4500000,"₦ 4,500,000",Gaduwa,2026-05-30 13:31:44
4,4 bedrooms,4bdrm Block of Flats in Maitama Property for rent,45000000,"₦ 45,000,000",Maitama,2026-05-30 13:31:44
3,3 bedrooms,Furnished 3bdrm Block of Flats in Katampe Apartment for rent,25000000,"₦ 25,000,000",Katampe (Main),2026-05-30 13:31:44
5,5 bedrooms,"5bdrm Duplex in Gwarimpa Estate By, Gwarinpa for rent",14000000,"₦ 14,000,000",Gwarinpa,2026-05-30 13:31:44
4,4 bedrooms,4bdrm Duplex in Maitama Property for rent,25000000,"₦ 25,000,000",Maitama,2026-05-30 13:31:44
4,4 bedrooms,"4bdrm Duplex in Jahi Gilmore,Fct for rent",20000000,"₦ 20,000,000",Jahi,2026-05-30 13:31:44
4,4 bedrooms,4bdrm Townhouse / Terrace in Asokoro for rent,27000000,"₦ 27,000,000",Asokoro,2026-05-30 13:31:44
5,5 bedrooms,"5bdrm Mansion in Efab Metropolitan, Gwarinpa for rent",18000000,"₦ 18,000,000",Gwarinpa,2026-05-30 13:31:44
3,3 bedrooms,"Furnished 3bdrm Block of Flats in Fo1, Kubwa for rent",6500000,"₦ 6,500,000",Kubwa,2026-05-30 13:31:44
4,4 bedrooms,Furnished 4bdrm Townhouse / Terrace in Guzape District for rent,30000000,"₦ 30,000,000",Guzape District,2026-05-30 13:31:44
4,4 bedrooms,4bdrm Duplex in Asokoro for rent,17000000,"₦ 17,000,000",Asokoro,2026-05-30 13:31:44
3,3 bedrooms,3bdrm Duplex in Apo Resettlement for rent,10000000,"₦ 10,000,000",Apo Resettlement,2026-05-30 13:31:50
3,3 bedrooms,3bdrm Apartment in Maitama District for rent,180000000,"₦ 180,000,000",Maitama,2026-05-30 13:31:50
3,3 bedrooms,"Furnished 3bdrm Apartment in Mustapha Street, Kaura for rent",6500000,"₦ 6,500,000",Kaura,2026-05-30 13:31:50
4,4 bedrooms,4bdrm Duplex in Galadimawa for rent,10000000,"₦ 10,000,000",Galadimawa,2026-05-30 13:31:50
3,3 bedrooms,"3bdrm Block of Flats in Devin Street, Guzape District for rent",8000000,"₦ 8,000,000",Guzape District,2026-05-30 13:31:50
4,4 bedrooms,"Furnished 4bdrm Duplex in Royal Estate, Apo Resettlement for rent",9000000,"₦ 9,000,000",Apo Resettlement,2026-05-30 13:31:50
4,4 bedrooms,4bdrm Duplex in Katampe Extension for rent,20000000,"₦ 20,000,000",Katampe Extension,2026-05-30 13:31:50
1,1 bedroom,"1bdrm Bungalow in Naf Valley Estate, Asokoro for rent",4500000,"₦ 4,500,000",Asokoro,2026-05-30 13:31:50
4,4 bedrooms,4bdrm Duplex in Maitama for rent,30000000,"₦ 30,000,000",Maitama,2026-05-30 13:31:50
2,2 bedrooms,2bdrm Block of Flats in Asokoro for rent,6000000,"₦ 6,000,000",Asokoro,2026-05-30 13:31:50
1,1 bedroom,1bdrm Apartment in Karu for rent,800000,"₦ 800,000",Karu,2026-05-30 13:31:50
1,1 bedroom,1bdrm Apartment in Karu for rent,1200000,"₦ 1,200,000",Karu,2026-05-30 13:31:50
3,3 bedrooms,3bdrm Bungalow in Karu for rent,2000000,"₦ 2,000,000",Karu,2026-05-30 13:31:50
3,3 bedrooms,3bdrm Townhouse / Terrace in Maitama for rent,45000000,"₦ 45,000,000",Maitama,2026-05-30 13:31:50
4,4 bedrooms,4bdrm Townhouse / Terrace in Guzape District for rent,16000000,"₦ 16,000,000",Guzape District,2026-05-30 13:31:50
5,5 bedrooms,5bdrm Duplex in Wuse 2 for rent,50000000,"₦ 50,000,000",Wuse 2,2026-05-30 13:31:50
2,2 bedrooms,"2bdrm Block of Flats in Rockville Estate, Dawaki for rent",4000000,"₦ 4,000,000",Dawaki,2026-05-30 13:31:50
2,2 bedrooms,2bdrm Block of Flats in Dawaki for rent,4000000,"₦ 4,000,000",Dawaki,2026-05-30 13:31:50
3,3 bedrooms,"3bdrm Bungalow in Efab Verizon, Gwarinpa for rent",8000000,"₦ 8,000,000",Gwarinpa,2026-05-30 13:31:50
4,4 bedrooms,"4bdrm Duplex in Jahi Gilmore,Very for rent",15000000,"₦ 15,000,000",Jahi,2026-05-30 13:31:50
4,4 bedrooms,"4bdrm Duplex in Gwarimpa Estate Fct, Gwarinpa for rent",15000000,"₦ 15,000,000",Gwarinpa,2026-05-30 13:31:50
5,5 bedrooms,"5bdrm Duplex in In A Private Estate, Idu for rent",350000000,"₦ 350,000,000",Idu,2026-05-30 13:31:50
3,3 bedrooms,Furnished 3bdrm Block of Flats in Wuse 2 Estate for rent,50000000,"₦ 50,000,000",Wuse 2,2026-05-30 13:31:50
3,3 bedrooms,3bdrm Block of Flats in Guzape for rent,8000000,"₦ 8,000,000",Guzape District,2026-05-30 13:31:50
2,2 bedrooms,"2bdrm Block of Flats in Main Fo1, Kubwa for rent",4000000,"₦ 4,000,000",Kubwa,2026-05-30 13:31:57
3,3 bedrooms,"3bdrm Bungalow in Efab Queen, Gwarinpa for rent",12000000,"₦ 12,000,000",Gwarinpa,2026-05-30 13:31:57
5,5 bedrooms,"Furnished 5bdrm Duplex in Citizen Avenue, Dawaki for rent",10000000,"₦ 10,000,000",Dawaki,2026-05-30 13:31:57
2,2 bedrooms,"2bdrm Townhouse / Terrace in Fo1, Kubwa for rent",4500000,"₦ 4,500,000",Kubwa,2026-05-30 13:31:57
5,5 bedrooms,Furnished 5bdrm Duplex in Guzape District for rent,60000000,"₦ 60,000,000",Guzape District,2026-05-30 13:31:57
4,4 bedrooms,4bdrm Townhouse / Terrace in Maitama for rent,40000000,"₦ 40,000,000",Maitama,2026-05-30 13:31:57
4,4 bedrooms,4bdrm Townhouse / Terrace in Guzape District for rent,18000000,"₦ 18,000,000",Guzape District,2026-05-30 13:31:57
5,5 bedrooms,"5bdrm Duplex in Garki Property, Area 11 for rent",25000000,"₦ 25,000,000",Area 11,2026-05-30 13:31:57
2,2 bedrooms,2bdrm Block of Flats in Life  Camp  Estate for rent,6000000,"₦ 6,000,000",Life Camp,2026-05-30 13:31:57
10,10 bedrooms,10bdrm Duplex in Wuse 2 Property for rent,225000000,"₦ 225,000,000",Wuse 2,2026-05-30 13:31:57
1,1 bedroom,"Furnished Studio Apartment in Freedom Avenue, Dutse-Alhaji for rent",600000,"₦ 600,000",Dutse-Alhaji,2026-05-30 13:31:57
3,3 bedrooms,"Furnished 3bdrm Apartment in Mustapha Street, Kaura for rent",6500000,"₦ 6,500,000",Kaura,2026-05-30 13:31:57
6,6 bedrooms,"Furnished 6bdrm Duplex in Jessy Street, Wuye for rent",25000000,"₦ 25,000,000",Wuye,2026-05-30 13:31:57
3,3 bedrooms,"3bdrm Block of Flats in Devin Street, Guzape District for rent",8000000,"₦ 8,000,000",Guzape District,2026-05-30 13:31:57
1,1 bedroom,1bdrm Block of Flats in Maitama for rent,5500000,"₦ 5,500,000",Maitama,2026-05-30 13:31:57
3,3 bedrooms,3bdrm Duplex in Life Camp for rent,7500000,"₦ 7,500,000",Life Camp,2026-05-30 13:31:57
2,2 bedrooms,2bdrm Apartment in Asokoro for rent,10000000,"₦ 10,000,000",Asokoro,2026-05-30 13:31:57
1,1 bedroom,"Furnished Studio Apartment in Freedom Avenue, Dutse-Alhaji for rent",700000,"₦ 700,000",Dutse-Alhaji,2026-05-30 13:31:57
1,1 bedroom,1bdrm Apartment in Nurses Estate City for rent,1350000,"₦ 1,350,000",Karu,2026-05-30 13:31:57
1,1 bedroom,1bdrm Room & Parlour in Karu for rent,700000,"₦ 700,000",Karu,2026-05-30 13:31:57
1,1 bedroom,"1bdrm Apartment in Nurses Estate, Karu for rent",1200000,"₦ 1,200,000",Karu,2026-05-30 13:31:57
5,5 bedrooms,5bdrm Duplex in Maitama for rent,60000000,"₦ 60,000,000",Maitama,2026-05-30 13:31:57
3,3 bedrooms,3bdrm Block of Flats in Jahi for rent,75000000,"₦ 75,000,000",Jahi,2026-05-30 13:31:57
5,5 bedrooms,5bdrm Townhouse / Terrace in Zone 1 / Wuse for rent,28000000,"₦ 28,000,000",Zone 1 / Wuse,2026-05-30 13:31:57
2,2 bedrooms,2bdrm Block of Flats in Karu for rent,5000000,"₦ 5,000,000",Karu,2026-05-30 13:32:05
5,5 bedrooms,5bdrm Duplex in Guzape District for rent,35000000,"₦ 35,000,000",Guzape District,2026-05-30 13:32:05
3,3 bedrooms,3bdrm Block of Flats in Jahi for rent,8500000,"₦ 8,500,000",Jahi,2026-05-30 13:32:05
