Bedrooms,Bedrooms(category),Property Category,Price,Price(with currency),District,Scraped_At
6,6 bedrooms,Furnished 6bdrm Duplex in Asokoro for rent,140000000,"₦ 140,000,000",Asokoro,2026-05-30 13:27:50
1,1 bedroom,1bdrm Room & Parlour in Maitama for rent,5000000,"₦ 5,000,000",Maitama,2026-05-30 13:27:50
4,4 bedrooms,4bdrm Townhouse / Terrace in Guzape District for rent,17000000,"₦ 17,000,000",Guzape District,2026-05-30 13:27:50
4,4 bedrooms,4bdrm Townhouse / Terrace in Mabushi for rent,15000000,"₦ 15,000,000",Mabushi,2026-05-30 13:27:59
1,1 bedroom,"Studio Apartment in Seman Estate, Sabon Lugbe for rent",1000000,"₦ 1,000,000",Sabon Lugbe,2026-05-30 13:27:59
7,7 bedrooms,7bdrm Duplex in Maitama for rent,70000000,"₦ 70,000,000",Maitama,2026-05-30 13:27:59
1,1 bedroom,Furnished 1bdrm Apartment in Apo Resettlement for rent,3000000,"₦ 3,000,000",Apo Resettlement,2026-05-30 13:27:59
3,3 bedrooms,3bdrm Block of Flats in Wuse 2 for rent,15000000,"₦ 15,000,000",Wuse 2,2026-05-30 13:27:59
2,2 bedrooms,Furnished 2bdrm Townhouse / Terrace in Lugbe District for rent,8000000,"₦ 8,000,000",Lugbe District,2026-05-30 13:27:59
4,4 bedrooms,4bdrm Duplex in Wuse 2 for rent,68600000,"₦ 68,600,000",Wuse 2,2026-05-30 13:27:59
4,4 bedrooms,4bdrm Duplex in Asokoro for rent,30000000,"₦ 30,000,000",Asokoro,2026-05-30 13:27:59
4,4 bedrooms,"Furnished 4bdrm Duplex in City Estate, Galadimawa for rent",5500000,"₦ 5,500,000",Galadimawa,2026-05-30 13:27:59
3,3 bedrooms,3bdrm Block of Flats in Katampe (Main) for rent,8000000,"₦ 8,000,000",Katampe (Main),2026-05-30 13:27:59
4,4 bedrooms,"Furnished 4bdrm Duplex in Spring Boulevard, Galadimawa for rent",8000000,"₦ 8,000,000",Galadimawa,2026-05-30 13:27:59
3,3 bedrooms,"Furnished 3bdrm Bungalow in Suncity Estate, Galadimawa for rent",6000000,"₦ 6,000,000",Galadimawa,2026-05-30 13:27:59
2,2 bedrooms,"2bdrm Block of Flats in In An Estate, FHA for rent",2500000,"₦ 2,500,000",FHA,2026-05-30 13:27:59
6,6 bedrooms,6bdrm Duplex in Area 1 for rent,24999999,"₦ 24,999,999",Area 1,2026-05-30 13:27:59
2,2 bedrooms,"2bdrm Block of Flats in Only God Is Good, Sabon Lugbe for rent",3500000,"₦ 3,500,000",Sabon Lugbe,2026-05-30 13:27:59
4,4 bedrooms,"Furnished 4bdrm Duplex in F01, Kubwa for rent",7500000,"₦ 7,500,000",Kubwa,2026-05-30 13:27:59
1,1 bedroom,"Furnished Studio Apartment in Freedom Avenue, Dutse-Alhaji for rent",650000,"₦ 650,000",Dutse-Alhaji,2026-05-30 13:27:59
4,4 bedrooms,"4bdrm Duplex in River Park, FHA for rent",9000000,"₦ 9,000,000",FHA,2026-05-30 13:27:59
4,4 bedrooms,4bdrm Duplex in Galadimawa for rent,10000000,"₦ 10,000,000",Galadimawa,2026-05-30 13:27:59
1,1 bedroom,1bdrm Block of Flats in Lugbe District for rent,2000000,"₦ 2,000,000",Lugbe District,2026-05-30 13:27:59
1,1 bedroom,1bdrm Bungalow in Kubwa for rent,2500000,"₦ 2,500,000",Kubwa,2026-05-30 13:27:59
4,4 bedrooms,"Furnished 4bdrm Duplex in F01, Kubwa for rent",5000000,"₦ 5,000,000",Kubwa,2026-05-30 13:27:59
3,3 bedrooms,3bdrm Block of Flats in Gaduwa for rent,6000000,"₦ 6,000,000",Gaduwa,2026-05-30 13:27:59
1,1 bedroom,Furnished 1bdrm Block of Flats in Dawaki for rent,1500000,"₦ 1,500,000",Dawaki,2026-05-30 13:27:59
1,1 bedroom,"Furnished 1bdrm Room & Parlour in Maryland, Garki 2 for rent",5500000,"₦ 5,500,000",Garki 2,2026-05-30 13:28:04
1,1 bedroom,1bdrm Apartment in Wuye for rent,7000000,"₦ 7,000,000",Wuye,2026-05-30 13:28:04
6,6 bedrooms,6bdrm Apartment in Guzape District for rent,30000000,"₦ 30,000,000",Guzape District,2026-05-30 13:28:04
3,3 bedrooms,3bdrm Apartment in Jabi for rent,12000000,"₦ 12,000,000",Jabi,2026-05-30 13:28:04
1,1 bedroom,1bdrm Bungalow in Utako District for rent,4500000,"₦ 4,500,000",Utako,2026-05-30 13:28:04
3,3 bedrooms,3bdrm Apartment in Main Wuye for rent,12000000,"₦ 12,000,000",Wuye,2026-05-30 13:28:04
2,2 bedrooms,Furnished 2bdrm Apartment in Aso Villa Asokoro for rent,25000000,"₦ 25,000,000",Asokoro,2026-05-30 13:28:04
4,4 bedrooms,4bdrm Duplex in Katampe Extension for rent,20000000,"₦ 20,000,000",Katampe Extension,2026-05-30 13:28:04
5,5 bedrooms,5bdrm Duplex in Guzape District for rent,35000000,"₦ 35,000,000",Guzape District,2026-05-30 13:28:04
2,2 bedrooms,"2bdrm Townhouse / Terrace in Nugget, Lugbe District for rent",5500000,"₦ 5,500,000",Lugbe District,2026-05-30 13:28:04
3,3 bedrooms,3bdrm Block of Flats in Utako for rent,10000000,"₦ 10,000,000",Utako,2026-05-30 13:28:04
2,2 bedrooms,2bdrm Apartment in Wuye for rent,6500000,"₦ 6,500,000",Wuye,2026-05-30 13:28:04
4,4 bedrooms,4bdrm Duplex in Maitama for rent,60000000,"₦ 60,000,000",Maitama,2026-05-30 13:28:04
3,3 bedrooms,3bdrm Apartment in Mabushi for rent,10000000,"₦ 10,000,000",Mabushi,2026-05-30 13:28:04
4,4 bedrooms,"Furnished 4bdrm Duplex in Nugget, Jabi for rent",35000000,"₦ 35,000,000",Jabi,2026-05-30 13:28:04
20,20 bedrooms,Furnished 20bdrm Mansion in Katampe Extension for rent,150000000,"₦ 150,000,000",Katampe Extension,2026-05-30 13:28:04
4,4 bedrooms,4bdrm Townhouse / Terrace in Katampe for rent,14000000,"₦ 14,000,000",Katampe (Main),2026-05-30 13:28:04
5,5 bedrooms,"5bdrm Duplex in Nugget, Guzape District for rent",15000000,"₦ 15,000,000",Guzape District,2026-05-30 13:28:04
2,2 bedrooms,2bdrm Block of Flats in Jahi Glimo for rent,6500000,"₦ 6,500,000",Jahi,2026-05-30 13:28:04
4,4 bedrooms,4bdrm Townhouse / Terrace in Jahi for rent,16000000,"₦ 16,000,000",Jahi,2026-05-30 13:28:04
4,4 bedrooms,4bdrm Townhouse / Terrace in Guzape for rent,15000000,"₦ 15,000,000",Guzape District,2026-05-30 13:28:04
3,3 bedrooms,3bdrm Apartment in Guzape for rent,12000000,"₦ 12,000,000",Guzape District,2026-05-30 13:28:04
2,2 bedrooms,2bdrm Apartment in Jabi for rent,7000000,"₦ 7,000,000",Jabi,2026-05-30 13:28:04
1,1 bedroom,1bdrm Apartment in Jahi for rent,7000000,"₦ 7,000,000",Jahi,2026-05-30 13:28:04
3,3 bedrooms,3bdrm Apartment in Jahi for rent,8000000,"₦ 8,000,000",Jahi,2026-05-30 13:28:15
4,4 bedrooms,4bdrm Duplex in Jahi for rent,12000000,"₦ 12,000,000",Jahi,2026-05-30 13:28:15
4,4 bedrooms,4bdrm Townhouse / Terrace in Mabushi for rent,12000000,"₦ 12,000,000",Mabushi,2026-05-30 13:28:15
1,1 bedroom,"Furnished 1bdrm Bedsitter in Riverpark Estate, Lugbe District for rent",3700000,"₦ 3,700,000",Lugbe District,2026-05-30 13:28:15
3,3 bedrooms,3bdrm Apartment in Jabi for rent,8000000,"₦ 8,000,000",Jabi,2026-05-30 13:28:15
4,4 bedrooms,4bdrm Townhouse / Terrace in Mabushi for rent,20000000,"₦ 20,000,000",Mabushi,2026-05-30 13:28:15
4,4 bedrooms,4bdrm Duplex in Katampe Main for rent,15000000,"₦ 15,000,000",Katampe (Main),2026-05-30 13:28:15
4,4 bedrooms,4bdrm Duplex in Guzape Main for rent,15000000,"₦ 15,000,000",Guzape District,2026-05-30 13:28:15
3,3 bedrooms,Furnished 3bdrm Apartment in Guzape District for rent,17000000,"₦ 17,000,000",Guzape District,2026-05-30 13:28:15
3,3 bedrooms,3bdrm Block of Flats in Main Jabi By Fcmb for rent,5500000,"₦ 5,500,000",Jabi,2026-05-30 13:28:15
4,4 bedrooms,4bdrm Duplex in Mabushi for rent,17000000,"₦ 17,000,000",Mabushi,2026-05-30 13:28:15
5,5 bedrooms,5bdrm Duplex in Guzape District for rent,30000000,"₦ 30,000,000",Guzape District,2026-05-30 13:28:15
4,4 bedrooms,4bdrm Townhouse / Terrace in Main Guzape for rent,15000000,"₦ 15,000,000",Guzape District,2026-05-30 13:28:15
3,3 bedrooms,"3bdrm Townhouse / Terrace in Main Gwarimpa, Gwarinpa for rent",7500000,"₦ 7,500,000",Gwarinpa,2026-05-30 13:28:15
3,3 bedrooms,3bdrm Block of Flats in Guzape for rent,12000000,"₦ 12,000,000",Guzape District,2026-05-30 13:28:15
2,2 bedrooms,Furnished 2bdrm Block of Flats in Katampe for rent,15000000,"₦ 15,000,000",Katampe Extension,2026-05-30 13:28:15
4,4 bedrooms,4bdrm Duplex in Katampe Extension for rent,20000000,"₦ 20,000,000",Katampe Extension,2026-05-30 13:28:15
2,2 bedrooms,2bdrm Bungalow in Kubwa for rent,2500000,"₦ 2,500,000",Kubwa,2026-05-30 13:28:15
3,3 bedrooms,3bdrm Block of Flats in Palm Estate Dawaki for rent,5000000,"₦ 5,000,000",Dawaki,2026-05-30 13:28:15
3,3 bedrooms,3bdrm Block of Flats in Jahi for rent,75000000,"₦ 75,000,000",Jahi,2026-05-30 13:28:15
4,4 bedrooms,4bdrm Duplex in Life Camp for rent,13000000,"₦ 13,000,000",Life Camp,2026-05-30 13:28:15
4,4 bedrooms,4bdrm Duplex in Katampe Extension for rent,20000000,"₦ 20,000,000",Katampe Extension,2026-05-30 13:28:15
5,5 bedrooms,5bdrm Duplex in Katampe Main for rent,25000000,"₦ 25,000,000",Katampe (Main),2026-05-30 13:28:15
4,4 bedrooms,4bdrm Duplex in Guzape for rent,15000000,"₦ 15,000,000",Guzape District,2026-05-30 13:28:15
3,3 bedrooms,"3bdrm Block of Flats in Ipent 7, Karsana for rent",4500000,"₦ 4,500,000",Karsana,2026-05-30 13:28:22
4,4 bedrooms,4bdrm Duplex in Jabi for rent,30000000,"₦ 30,000,000",Jabi,2026-05-30 13:28:22
4,4 bedrooms,4bdrm Duplex in Guzape District for rent,20000000,"₦ 20,000,000",Guzape District,2026-05-30 13:28:22
1,1 bedroom,Furnished Studio Apartment in Jahi for rent,4500000,"₦ 4,500,000",Jahi,2026-05-30 13:28:22
3,3 bedrooms,3bdrm Apartment in Maitama for rent,17000000,"₦ 17,000,000",Maitama,2026-05-30 13:28:22
2,2 bedrooms,"Furnished 2bdrm Block of Flats in Gwarimpa Estate,Fct, Gwarinpa",200000,"₦ 200,000",Gwarinpa,2026-05-30 13:28:22
2,2 bedrooms,2bdrm Block of Flats in Durumi for rent,4000000,"₦ 4,000,000",Durumi,2026-05-30 13:28:22
6,6 bedrooms,"6bdrm Duplex in Brains Abd Hammer, Apo District for rent",13000000,"₦ 13,000,000",Apo District,2026-05-30 13:28:22
3,3 bedrooms,"3bdrm Bungalow in Efab Queen Estate By, Gwarinpa for rent",9000000,"₦ 9,000,000",Gwarinpa,2026-05-30 13:28:22
1,1 bedroom,Furnished Studio Apartment in Gwarinpa for rent,1054000,"₦ 1,054,000",Gwarinpa,2026-05-30 13:28:22
2,2 bedrooms,Furnished 2bdrm Duplex in Lugbe District for rent,6000000,"₦ 6,000,000",Lugbe District,2026-05-30 13:28:22
3,3 bedrooms,3bdrm Apartment in Guzape District for rent,10000000,"₦ 10,000,000",Guzape District,2026-05-30 13:28:22
4,4 bedrooms,4bdrm Duplex in Katampe for rent,18000000,"₦ 18,000,000",Katampe Extension,2026-05-30 13:28:22
4,4 bedrooms,4bdrm Block of Flats in Dakibiyu for rent,8000000,"₦ 8,000,000",Dakibiyu,2026-05-30 13:28:22
3,3 bedrooms,3bdrm Block of Flats in Guzape District for rent,9000000,"₦ 9,000,000",Guzape District,2026-05-30 13:28:22
4,4 bedrooms,4bdrm Townhouse / Terrace in Jahi for rent,15000000,"₦ 15,000,000",Jahi,2026-05-30 13:28:22
2,2 bedrooms,2bdrm Bungalow in Lugbe District for rent,4000000,"₦ 4,000,000",Lugbe District,2026-05-30 13:28:22
5,5 bedrooms,5bdrm Townhouse / Terrace in Asokoro Main for rent,25000000,"₦ 25,000,000",Asokoro,2026-05-30 13:28:22
3,3 bedrooms,"3bdrm Block of Flats in E, Wuye for rent",8000000,"₦ 8,000,000",Wuye,2026-05-30 13:28:22
5,5 bedrooms,5bdrm Duplex in Katampe Extension for rent,29999999,"₦ 29,999,999",Katampe Extension,2026-05-30 13:28:22
1,1 bedroom,1bdrm Room & Parlour in Maitama for rent,5000000,"₦ 5,000,000",Maitama,2026-05-30 13:28:22
1,1 bedroom,Furnished Studio Apartment in Gwarinpa for rent,922250,"₦ 922,250",Gwarinpa,2026-05-30 13:28:22
1,1 bedroom,1bdrm Apartment in Jahi for rent,6000000,"₦ 6,000,000",Jahi,2026-05-30 13:28:22
4,4 bedrooms,4bdrm Townhouse / Terrace in Maitama for rent,35000000,"₦ 35,000,000",Maitama,2026-05-30 13:28:22
5,5 bedrooms,5bdrm Duplex in Maitama for rent,44999999,"₦ 44,999,999",Maitama,2026-05-30 13:28:31
6,6 bedrooms,"Furnished 6bdrm Duplex in Jessy Street, Wuye for rent",25000000,"₦ 25,000,000",Wuye,2026-05-30 13:28:31
3,3 bedrooms,"3bdrm Apartment in Gowan Street, Durumi for rent",4000000,"₦ 4,000,000",Durumi,2026-05-30 13:28:31
2,2 bedrooms,2bdrm Townhouse / Terrace in Lugbe District for rent,3000000,"₦ 3,000,000",Lugbe District,2026-05-30 13:28:31
4,4 bedrooms,"Furnished 4bdrm Duplex in F01, Kubwa for rent",5000000,"₦ 5,000,000",Kubwa,2026-05-30 13:28:31
3,3 bedrooms,"Furnished 3bdrm Duplex in Fcda, Kubwa for rent",5500000,"₦ 5,500,000",Kubwa,2026-05-30 13:28:31
1,1 bedroom,"Furnished Studio Apartment in Luxury Studio, Garki 2 for rent",3200000,"₦ 3,200,000",Garki 2,2026-05-30 13:28:31
2,2 bedrooms,2bdrm Apartment in Durumi for rent,4000000,"₦ 4,000,000",Durumi,2026-05-30 13:28:31
1,1 bedroom,Furnished 1bdrm Apartment in Wuye for rent,10000000,"₦ 10,000,000",Wuye,2026-05-30 13:28:31
4,4 bedrooms,"4bdrm Townhouse / Terrace in Gusape, Guzape District for rent",16000000,"₦ 16,000,000",Guzape District,2026-05-30 13:28:31
5,5 bedrooms,5bdrm Duplex in Wuse 2 for rent,55000000,"₦ 55,000,000",Wuse 2,2026-05-30 13:28:31
3,3 bedrooms,"3bdrm Apartment in Wuye Dakibiu, Dakibiyu for rent",8000000,"₦ 8,000,000",Dakibiyu,2026-05-30 13:28:31
4,4 bedrooms,4bdrm Townhouse / Terrace in Guzape District for rent,15000000,"₦ 15,000,000",Guzape District,2026-05-30 13:28:31
6,6 bedrooms,6bdrm Duplex in Asokoro for rent,35000000,"₦ 35,000,000",Asokoro,2026-05-30 13:28:31
2,2 bedrooms,2bdrm Block of Flats in Durumi for rent,6500000,"₦ 6,500,000",Durumi,2026-05-30 13:28:31
4,4 bedrooms,4bdrm Duplex in Guzape District for rent,15000000,"₦ 15,000,000",Guzape District,2026-05-30 13:28:31
4,4 bedrooms,4bdrm Townhouse / Terrace in Guzape District for rent,12000000,"₦ 12,000,000",Guzape District,2026-05-30 13:28:31
5,5 bedrooms,5bdrm Townhouse / Terrace in Mabushi for rent,15000000,"₦ 15,000,000",Mabushi,2026-05-30 13:28:31
5,5 bedrooms,5bdrm Duplex in Asokoro for rent,100000000,"₦ 100,000,000",Asokoro,2026-05-30 13:28:31
4,4 bedrooms,4bdrm Townhouse / Terrace in Guzape for rent,15000000,"₦ 15,000,000",Guzape District,2026-05-30 13:28:31
4,4 bedrooms,4bdrm Townhouse / Terrace in Jahi Glimo for rent,18000000,"₦ 18,000,000",Jahi,2026-05-30 13:28:31
5,5 bedrooms,"5bdrm Duplex in Nugget, Guzape District for rent",60000000,"₦ 60,000,000",Guzape District,2026-05-30 13:28:31
4,4 bedrooms,4bdrm Townhouse / Terrace in Wuye for rent,20000000,"₦ 20,000,000",Wuye,2026-05-30 13:28:31
4,4 bedrooms,4bdrm Mansion in Katampe Extension for rent,20000000,"₦ 20,000,000",Katampe Extension,2026-05-30 13:28:31
5,5 bedrooms,5bdrm Duplex in Asokoro for rent,45000000,"₦ 45,000,000",Asokoro,2026-05-30 13:28:36
3,3 bedrooms,3bdrm Block of Flats in Jahi for rent,8500000,"₦ 8,500,000",Jahi,2026-05-30 13:28:36
4,4 bedrooms,"Furnished 4bdrm Duplex in Nugget, Jabi for rent",35000000,"₦ 35,000,000",Jabi,2026-05-30 13:28:36
2,2 bedrooms,"Furnished 2bdrm Block of Flats in Sauka New Side, Abaji for rent",2500000,"₦ 2,500,000",Abaji,2026-05-30 13:28:36
4,4 bedrooms,"4bdrm Duplex in Nugget, Mabushi for rent",15000000,"₦ 15,000,000",Mabushi,2026-05-30 13:28:36
5,5 bedrooms,"5bdrm Duplex in Nugget, Guzape District for rent",15000000,"₦ 15,000,000",Guzape District,2026-05-30 13:28:36
1,1 bedroom,Furnished 1bdrm Apartment in Katampe for rent,2100000,"₦ 2,100,000",Katampe (Main),2026-05-30 13:28:36
4,4 bedrooms,4bdrm Townhouse / Terrace in Guzape for rent,15000000,"₦ 15,000,000",Guzape District,2026-05-30 13:28:36
4,4 bedrooms,4bdrm Townhouse / Terrace in Jahi for rent,16000000,"₦ 16,000,000",Jahi,2026-05-30 13:28:36
2,2 bedrooms,2bdrm Apartment in Jabi for rent,7000000,"₦ 7,000,000",Jabi,2026-05-30 13:28:36
5,5 bedrooms,5bdrm Townhouse / Terrace in Jahi Gilmore for rent,18000000,"₦ 18,000,000",Jahi,2026-05-30 13:28:36
1,1 bedroom,"1bdrm Block of Flats in News Engineering, Dawaki for rent",2800000,"₦ 2,800,000",Dawaki,2026-05-30 13:28:36
1,1 bedroom,"Studio Apartment in Efab Verizon, Gwarinpa for rent",1500000,"₦ 1,500,000",Gwarinpa,2026-05-30 13:28:36
1,1 bedroom,1bdrm Apartment in Jahi for rent,7000000,"₦ 7,000,000",Jahi,2026-05-30 13:28:36
4,4 bedrooms,4bdrm Townhouse / Terrace in Jahi for rent,25000000,"₦ 25,000,000",Jahi,2026-05-30 13:28:36
3,3 bedrooms,"3bdrm Block of Flats in Fortune Estate, Jahi for rent",10000000,"₦ 10,000,000",Jahi,2026-05-30 13:28:36
3,3 bedrooms,"3bdrm Townhouse / Terrace in Dantata Estate, Kubwa for rent",6000000,"₦ 6,000,000",Kubwa,2026-05-30 13:28:36
4,4 bedrooms,4bdrm Townhouse / Terrace in Apo Resettlement for rent,10000000,"₦ 10,000,000",Apo Resettlement,2026-05-30 13:28:36
1,1 bedroom,"1bdrm Block of Flats in Fo1, Kubwa for rent",2300000,"₦ 2,300,000",Kubwa,2026-05-30 13:28:36
5,5 bedrooms,"5bdrm Duplex in Jahi Gilmore,Fct, Gwarinpa for rent",15000000,"₦ 15,000,000",Gwarinpa,2026-05-30 13:28:36
4,4 bedrooms,"4bdrm Duplex in Jahi Gilmore,Fct for rent",20000000,"₦ 20,000,000",Jahi,2026-05-30 13:28:36
5,5 bedrooms,"5bdrm Mansion in Efab Metropolitan, Gwarinpa for rent",18000000,"₦ 18,000,000",Gwarinpa,2026-05-30 13:28:36
6,6 bedrooms,6bdrm Duplex in Jabi for rent,60000000,"₦ 60,000,000",Jabi,2026-05-30 13:28:36
6,6 bedrooms,6bdrm Duplex in Maitama for rent,100000000,"₦ 100,000,000",Maitama,2026-05-30 13:28:36
4,4 bedrooms,"4bdrm Duplex in Gwarimpa Estate By, Gwarinpa for rent",15000000,"₦ 15,000,000",Gwarinpa,2026-05-30 13:28:42
4,4 bedrooms,4bdrm Duplex in Mabushi for rent,20000000,"₦ 20,000,000",Mabushi,2026-05-30 13:28:42
4,4 bedrooms,Furnished 4bdrm Duplex in Utako for rent,30000000,"₦ 30,000,000",Utako,2026-05-30 13:28:42
3,3 bedrooms,3bdrm Apartment in Jabi for rent,12000000,"₦ 12,000,000",Jabi,2026-05-30 13:28:42
4,4 bedrooms,4bdrm Block of Flats in Dakibiyu for rent,8000000,"₦ 8,000,000",Dakibiyu,2026-05-30 13:28:42
4,4 bedrooms,4bdrm Townhouse / Terrace in Jahi for rent,15000000,"₦ 15,000,000",Jahi,2026-05-30 13:28:42
5,5 bedrooms,5bdrm Townhouse / Terrace in Asokoro Main for rent,25000000,"₦ 25,000,000",Asokoro,2026-05-30 13:28:42
3,3 bedrooms,"3bdrm Block of Flats in E, Wuye for rent",8000000,"₦ 8,000,000",Wuye,2026-05-30 13:28:42
1,1 bedroom,1bdrm Room & Parlour in Maitama for rent,5000000,"₦ 5,000,000",Maitama,2026-05-30 13:28:42
4,4 bedrooms,"4bdrm Duplex in Riverpark, Sabon Lugbe for rent",13000000,"₦ 13,000,000",Sabon Lugbe,2026-05-30 13:28:42
1,1 bedroom,Furnished Studio Apartment in Gwarinpa for rent,658750,"₦ 658,750",Gwarinpa,2026-05-30 13:28:42
5,5 bedrooms,5bdrm Townhouse / Terrace in Wuye for rent,30000000,"₦ 30,000,000",Wuye,2026-05-30 13:28:42
4,4 bedrooms,4bdrm Duplex in Wumba for rent,12000000,"₦ 12,000,000",Wumba,2026-05-30 13:28:42
3,3 bedrooms,3bdrm Townhouse / Terrace in Zone B for rent,10000000,"₦ 10,000,000",Zone B,2026-05-30 13:28:42
4,4 bedrooms,4bdrm Townhouse / Terrace in Guzape for rent,15000000,"₦ 15,000,000",Guzape District,2026-05-30 13:28:42
1,1 bedroom,Furnished Studio Apartment in Gwarinpa for rent,790500,"₦ 790,500",Gwarinpa,2026-05-30 13:28:42
3,3 bedrooms,3bdrm Apartment in Jabi for rent,7000000,"₦ 7,000,000",Jabi,2026-05-30 13:28:42
4,4 bedrooms,4bdrm Townhouse / Terrace in Guzape District for rent,13000000,"₦ 13,000,000",Guzape District,2026-05-30 13:28:42
9,9 bedrooms,9bdrm House in Wuse 2 for rent,40000000,"₦ 40,000,000",Wuse 2,2026-05-30 13:28:42
3,3 bedrooms,"Furnished 3bdrm Duplex in Aso Villa, Asokoro for rent",50000000,"₦ 50,000,000",Asokoro,2026-05-30 13:28:42
4,4 bedrooms,4bdrm Penthouse in Mabushi for rent,12000000,"₦ 12,000,000",Mabushi,2026-05-30 13:28:42
5,5 bedrooms,5bdrm Duplex in Maitama for rent,65000000,"₦ 65,000,000",Maitama,2026-05-30 13:28:42
4,4 bedrooms,4bdrm Townhouse / Terrace in Mabushi for rent,15000000,"₦ 15,000,000",Mabushi,2026-05-30 13:28:42
2,2 bedrooms,2bdrm Apartment in Jahi for rent,7000000,"₦ 7,000,000",Jahi,2026-05-30 13:28:42
3,3 bedrooms,3bdrm Apartment in Mabushi for rent,10000000,"₦ 10,000,000",Mabushi,2026-05-30 13:28:49
4,4 bedrooms,4bdrm Duplex in Guzape District for rent,13000000,"₦ 13,000,000",Guzape District,2026-05-30 13:28:49
1,1 bedroom,1bdrm Apartment in Wuye for rent,7000000,"₦ 7,000,000",Wuye,2026-05-30 13:28:49
4,4 bedrooms,4bdrm Townhouse / Terrace in Karmo for rent,6000000,"₦ 6,000,000",Karmo,2026-05-30 13:28:49
2,2 bedrooms,Furnished 2bdrm Apartment in Wuye for rent,15000000,"₦ 15,000,000",Wuye,2026-05-30 13:28:49
4,4 bedrooms,4bdrm Bungalow in Maitama for rent,20000000,"₦ 20,000,000",Maitama,2026-05-30 13:28:49
3,3 bedrooms,3bdrm Block of Flats in Jahi Gilmore for rent,144000000,"₦ 144,000,000",Jahi,2026-05-30 13:28:49
4,4 bedrooms,4bdrm Duplex in Guzape District for rent,12000000,"₦ 12,000,000",Guzape District,2026-05-30 13:28:49
2,2 bedrooms,2bdrm Block of Flats in Gaduwa for rent,3500000,"₦ 3,500,000",Gaduwa,2026-05-30 13:28:49
2,2 bedrooms,2bdrm Block of Flats in Katampe for rent,5500000,"₦ 5,500,000",Katampe (Main),2026-05-30 13:28:49
4,4 bedrooms,4bdrm Duplex in Jahi for rent,15000000,"₦ 15,000,000",Jahi,2026-05-30 13:28:49
20,20 bedrooms,20bdrm Block of Flats in Jahi for rent,72000000,"₦ 72,000,000",Jahi,2026-05-30 13:28:49
5,5 bedrooms,5bdrm Duplex in Katampe Extension for rent,30000000,"₦ 30,000,000",Katampe Extension,2026-05-30 13:28:49
4,4 bedrooms,"4bdrm Duplex in Nugget, Mabushi for rent",15000000,"₦ 15,000,000",Mabushi,2026-05-30 13:28:49
4,4 bedrooms,4bdrm Townhouse / Terrace in Wuye for rent,25000000,"₦ 25,000,000",Wuye,2026-05-30 13:28:49
3,3 bedrooms,3bdrm Duplex in Katampe Extension for rent,30000000,"₦ 30,000,000",Katampe Extension,2026-05-30 13:28:49
2,2 bedrooms,"2bdrm Block of Flats in Paradise, Life Camp for rent",5000000,"₦ 5,000,000",Life Camp,2026-05-30 13:28:49
5,5 bedrooms,"5bdrm Duplex in Nugget, Guzape District for rent",15000000,"₦ 15,000,000",Guzape District,2026-05-30 13:28:49
3,3 bedrooms,"3bdrm Townhouse / Terrace in Apo Dutse, Zone B for rent",10000000,"₦ 10,000,000",Zone B,2026-05-30 13:28:49
4,4 bedrooms,4bdrm Townhouse / Terrace in Jahi Gilmore for rent,15000000,"₦ 15,000,000",Jahi,2026-05-30 13:28:49
2,2 bedrooms,2bdrm Apartment in Life Camp for rent,6000000,"₦ 6,000,000",Life Camp,2026-05-30 13:28:49
1,1 bedroom,Furnished 1bdrm Apartment in Katampe Main for rent,6000000,"₦ 6,000,000",Katampe (Main),2026-05-30 13:28:49
3,3 bedrooms,3bdrm Townhouse / Terrace in Apo for rent,10000000,"₦ 10,000,000",Apo District,2026-05-30 13:28:49
2,2 bedrooms,"2bdrm Block of Flats in Fortune Estate, Jahi for rent",8000000,"₦ 8,000,000",Jahi,2026-05-30 13:28:49
5,5 bedrooms,Furnished 5bdrm Duplex in Jahi for rent,20000000,"₦ 20,000,000",Jahi,2026-05-30 13:28:56
2,2 bedrooms,Furnished 2bdrm Block of Flats in Asokoro for rent,15000000,"₦ 15,000,000",Asokoro,2026-05-30 13:28:56
4,4 bedrooms,"4bdrm Duplex in Mabeglober Estate, Gwarinpa for rent",13000000,"₦ 13,000,000",Gwarinpa,2026-05-30 13:28:56
4,4 bedrooms,"Furnished 4bdrm Duplex in Levi Estate, Galadimawa for rent",8000000,"₦ 8,000,000",Galadimawa,2026-05-30 13:28:56
4,4 bedrooms,4bdrm Duplex in Katampe for rent,18000000,"₦ 18,000,000",Katampe Extension,2026-05-30 13:28:56
4,4 bedrooms,"4bdrm Duplex in Gwarimpa Estate, Gwarinpa for rent",12000000,"₦ 12,000,000",Gwarinpa,2026-05-30 13:28:56
3,3 bedrooms,3bdrm Block of Flats in Guzape District for rent,9000000,"₦ 9,000,000",Guzape District,2026-05-30 13:28:56
4,4 bedrooms,4bdrm Townhouse / Terrace in Maitama for rent,75000000,"₦ 75,000,000",Maitama,2026-05-30 13:28:56
6,6 bedrooms,6bdrm Bungalow in Kado for rent,18000000,"₦ 18,000,000",Kado,2026-05-30 13:28:56
2,2 bedrooms,2bdrm Block of Flats in Wuye for rent,6500000,"₦ 6,500,000",Wuye,2026-05-30 13:28:56
4,4 bedrooms,4bdrm Duplex in Mabushi for rent,12000000,"₦ 12,000,000",Mabushi,2026-05-30 13:28:56
