District,Bedrooms,Price (Per Annum),Property Category,Property Type,Location,Scraped_At,Source
Katampe,4,18000000.0,Duplex,Terraced Duplex,"Diplomatic Zone, Katampe Extension, Katampe, Abuja",2026-06-01 11:16:59,NPC
Maitama,4,40000000.0,Apartment,Apartment,"Maitama, Maitama District, Abuja",2026-06-01 11:16:59,NPC
Maitama,1,6000000.0,Apartment,Apartment,"Maitama District, Abuja",2026-06-01 11:17:05,NPC
Maitama,3,47965050.0,Apartment,Apartment,"Maitama, Maitama District, Abuja",2026-06-01 11:17:05,NPC
Wuse,3,13000000.0,Apartment,Apartment,"Wuse 2, Abuja",2026-06-01 11:17:05,NPC
Lugbe,4,5000000.0,Duplex,Terraced Duplex,"Estate By Jedo Junction, Lugbe District, Abuja",2026-06-01 11:17:05,NPC
Maitama,8,120000000.0,Duplex,Detached Duplex,"Maitama District, Abuja",2026-06-01 11:17:05,NPC
Asokoro,4,30000000.0,Duplex,Detached Duplex,"Navy Town, Admiralty Estate, Asokoro District, Abuja",2026-06-01 11:17:05,NPC
Maitama,1,54817200.0,Apartment,Apartment,"Diplomatic Zone, Maitama District, Abuja",2026-06-01 11:17:05,NPC
Maitama,2,89077950.0,Apartment,Apartment,"Diplomatic Zone, Maitama District, Abuja",2026-06-01 11:17:05,NPC
Life Camp,2,3500000.0,Apartment,Apartment,"Life Camp, Abuja",2026-06-01 11:17:05,NPC
Lugbe,5,8000000.0,Duplex,Detached Duplex,"Estate Behind Shafa Opposite Dunamis Dome, Lugbe District, Abuja",2026-06-01 11:17:05,NPC
Jahi,3,6000000.0,House,House,"Jahi-katampe Road, Jahi, Abuja",2026-06-01 11:17:05,NPC
Wuye,5,45000000.0,Duplex,Detached Duplex,"Wuye, Abuja",2026-06-01 11:17:05,NPC
Jahi,3,12500000.0,Apartment,Apartment,"Gilmore, Jahi, Abuja",2026-06-01 11:17:05,NPC
Guzape,4,15000000.0,Duplex,Terraced Duplex,"Guzape Hills, Guzape District, Abuja",2026-06-01 11:17:05,NPC
Guzape,4,13500000.0,Duplex,Terraced Duplex,"Off Nasir El Rufai, Guzape District, Abuja",2026-06-01 11:17:05,NPC
Guzape,3,10000000.0,House,House,"Guzape District, Abuja",2026-06-01 11:17:05,NPC
Guzape,5,15000000.0,Duplex,Terraced Duplex,"Guzape District, Abuja",2026-06-01 11:17:05,NPC
Mabushi,5,25000000.0,Duplex,Detached Duplex,"Mabushi, Abuja",2026-06-01 11:17:05,NPC
Katampe,3,180000000.0,Apartment,Apartment,"Katampe, Abuja",2026-06-01 11:17:05,NPC
Maitama,1,9000000.0,Apartment,Apartment,"Maitama District, Abuja",2026-06-01 11:17:12,NPC
Life Camp,3,4000000.0,Apartment,Apartment,"Brains And Hammers City, Life Camp, Abuja",2026-06-01 11:17:12,NPC
Mabushi,4,12000000.0,Duplex,Terraced Duplex,"Mabushi, Abuja",2026-06-01 11:17:12,NPC
Life Camp,4,8000000.0,Duplex,Semi-Detached Duplex,"Life Camp, Abuja",2026-06-01 11:17:12,NPC
Lugbe,2,4000000.0,Duplex,Semi-Detached Duplex,"Nut Road, Opposite River Park, Sabon Lugbe, Lugbe District, Abuja",2026-06-01 11:17:12,NPC
Life Camp,5,25000000.0,Duplex,Terraced Duplex,"Life Camp, Abuja",2026-06-01 11:17:12,NPC
Life Camp,4,15000000.0,Duplex,Terraced Duplex,"Life Camp, Abuja",2026-06-01 11:17:12,NPC
Life Camp,9,32000000.0,House,House,"Life Camp, Abuja",2026-06-01 11:17:12,NPC
Kubwa,2,4000000.0,Apartment,Apartment,"FO1 Layout, Kubwa, Abuja",2026-06-01 11:17:12,NPC
Mabushi,4,12000000.0,Duplex,Terraced Duplex,"Cosgrove Axis, Mabushi, Abuja",2026-06-01 11:17:12,NPC
Maitama,4,30000000.0,Duplex,Terraced Duplex,"Maitama Ministers Hill, Maitama District, Abuja",2026-06-01 11:17:12,NPC
Gwarinpa,4,10000000.0,Duplex,Terraced Duplex,"Gwarinpa, Abuja",2026-06-01 11:17:12,NPC
Maitama,3,47965050.0,Duplex,Terraced Duplex,"Maitama District, Abuja",2026-06-01 11:17:12,NPC
Wuse,5,80000000.0,Duplex,Detached Duplex,"Wuse 2, Abuja",2026-06-01 11:17:12,NPC
Wuye,2,6500000.0,Apartment,Apartment,"Wuye, Abuja",2026-06-01 11:17:12,NPC
Wuye,4,20000000.0,House,House,"Wuye, Abuja",2026-06-01 11:17:26,NPC
Wuse,3,15000000.0,Apartment,Apartment,"Off Ademola Adetokunbo Crescent, Wuse 2, Abuja",2026-06-01 11:17:26,NPC
Durumi,3,9000000.0,Apartment,Apartment,"By American International School, Durumi, Abuja",2026-06-01 11:17:26,NPC
Jabi,3,35000000.0,Apartment,Apartment,"Main, Jabi, Abuja",2026-06-01 11:17:26,NPC
Gwarinpa,3,5000000.0,Apartment,Apartment,"News Engineering, Dawaki, Gwarinpa, Abuja",2026-06-01 11:17:26,NPC
Asokoro,3,30000000.0,Duplex,Terraced Duplex,"Asokoro District, Abuja",2026-06-01 11:17:26,NPC
Jabi,4,19000000.0,Duplex,Terraced Duplex,"Jabi, Abuja",2026-06-01 11:17:26,NPC
Wuye,5,25000000.0,Bungalow,Terraced Bungalow,"Wuye, Abuja",2026-06-01 11:17:26,NPC
Wuse,2,19000000.0,Apartment,Apartment,"By Nitel Junction, Wuse 2, Abuja",2026-06-01 11:17:26,NPC
Maitama,5,60000000.0,Duplex,Detached Duplex,"Maitama District, Abuja",2026-06-01 11:17:26,NPC
Life Camp,5,25000000.0,Duplex,Detached Duplex,"Around Godab, Life Camp, Abuja",2026-06-01 11:17:26,NPC
Maitama,6,150000000.0,Duplex,Detached Duplex,"Maitama Main, Maitama District, Abuja",2026-06-01 11:17:26,NPC
Guzape,4,15000000.0,Duplex,Terraced Duplex,"Guzape District, Abuja",2026-06-01 11:17:26,NPC
Mabushi,4,15000000.0,Duplex,Terraced Duplex,"Mabushi, Abuja",2026-06-01 11:17:26,NPC
Life Camp,3,7000000.0,Duplex,Terraced Duplex,"Life Camp, Abuja",2026-06-01 11:17:26,NPC
Jahi,4,15000000.0,Duplex,Semi-Detached Duplex,"Ameyo Adadevoh Way, Jahi, Abuja",2026-06-01 11:17:26,NPC
Guzape,5,55000000.0,Duplex,Semi-Detached Duplex,"Guzape Main, Guzape District, Abuja",2026-06-01 11:17:26,NPC
Maitama,1,6000000.0,Apartment,Apartment,"Maitama District, Abuja",2026-06-01 11:17:32,NPC
Guzape,3,12000000.0,Apartment,Apartment,"Guzape District, Abuja",2026-06-01 11:17:32,NPC
Guzape,4,40000000.0,Duplex,Semi-Detached Duplex,"Guzape District, Abuja",2026-06-01 11:17:32,NPC
Garki,4,12000000.0,Duplex,Terraced Duplex,"Area 3, Garki, Abuja",2026-06-01 11:17:33,NPC
Guzape,4,15000000.0,Duplex,Terraced Duplex,"By H Medix, Guzape District, Abuja",2026-06-01 11:17:33,NPC
Jahi,4,15000000.0,Duplex,Terraced Duplex,"Jahi, Abuja",2026-06-01 11:17:33,NPC
Guzape,4,15000000.0,Duplex,Terraced Duplex,"Guzape Main, Guzape District, Abuja",2026-06-01 11:17:33,NPC
Asokoro,6,40000000.0,Duplex,Terraced Duplex,"Asokoro District, Abuja",2026-06-01 11:17:33,NPC
Life Camp,3,10000000.0,Duplex,Terraced Duplex,"Life Camp, Abuja",2026-06-01 11:17:33,NPC
Maitama,5,30000000.0,Duplex,Detached Duplex,"Maitama District, Abuja",2026-06-01 11:17:33,NPC
Life Camp,5,25000000.0,Duplex,Semi-Detached Duplex,"Life Camp, Abuja",2026-06-01 11:17:33,NPC
Mabushi,4,12000000.0,Duplex,Terraced Duplex,"Mabushi, Abuja",2026-06-01 11:17:33,NPC
Asokoro,5,50000000.0,Duplex,Detached Duplex,"Asokoro District, Abuja",2026-06-01 11:17:33,NPC
Guzape,5,80000000.0,Duplex,Detached Duplex,"Guzape, Guzape District, Abuja",2026-06-01 11:17:33,NPC
Wuse,2,15000000.0,Apartment,Apartment,"Ademola Adetokunbo, Wuse 2, Abuja",2026-06-01 11:17:33,NPC
Kukwaba,5,35000000.0,Duplex,Detached Duplex,"City Gate By Games Village, Kukwaba, Abuja",2026-06-01 11:17:33,NPC
Jahi,4,15000000.0,Duplex,Terraced Duplex,"Jahi, Abuja",2026-06-01 11:17:33,NPC
Lugbe,2,2000000.0,Apartment,Apartment,"Old Redeemed Church Street, Off Andrew Ighelli Street, FHA (F.H.A), Lugbe District, Abuja",2026-06-01 11:17:33,NPC
Jahi,4,15000000.0,Duplex,Terraced Duplex,"By Gilmore, Jahi, Abuja",2026-06-01 11:17:33,NPC
Guzape,4,15000000.0,Apartment,Apartment,"Guzape District, Abuja",2026-06-01 11:17:33,NPC
Katampe,3,40000000.0,Duplex,Terraced Duplex,"Katampe Extension, Katampe, Abuja",2026-06-01 11:17:40,NPC
Life Camp,2,5500000.0,Apartment,Apartment,"Life Camp, Abuja",2026-06-01 11:17:40,NPC
Maitama,3,12000000.0,Apartment,Apartment,"Maitama District, Abuja",2026-06-01 11:17:40,NPC
Kaura,4,10000000.0,Duplex,Terraced Duplex,"Kaura, Abuja",2026-06-01 11:17:40,NPC
Durumi,3,9000000.0,Apartment,Apartment,"Durumi, Abuja",2026-06-01 11:17:40,NPC
Apo,2,10000000.0,Apartment,Apartment,"Apo Legislative Quarters, Apo, Abuja",2026-06-01 11:17:40,NPC
Gaduwa,4,9000000.0,Duplex,Terraced Duplex,"After The Catholic Church, Gaduwa, Abuja",2026-06-01 11:17:40,NPC
Wuse,3,47965050.0,Apartment,Apartment,"Wuse 2, Abuja",2026-06-01 11:17:40,NPC
Maitama,6,80000000.0,Duplex,Detached Duplex,"Maitama District, Abuja",2026-06-01 11:17:40,NPC
Katampe,5,20000000.0,Duplex,Semi-Detached Duplex,"Katampe, Abuja",2026-06-01 11:17:40,NPC
Guzape,5,45000000.0,Duplex,Terraced Duplex,"Guzape District, Abuja",2026-06-01 11:17:40,NPC
Wuse,4,20000000.0,Duplex,Terraced Duplex,"Wuse 2, Abuja",2026-06-01 11:17:40,NPC
Wuse,4,14000000.0,Duplex,Terraced Duplex,"Mobil Fillings Station Before Wuse 2, Mabushi, Abuja",2026-06-01 11:17:40,NPC
Kubwa,3,3500000.0,House,House,"Arab Road, Behind Dunamis Church, Kubwa, Abuja",2026-06-01 11:17:40,NPC
Gwarinpa,4,350000000.0,Duplex,Detached Duplex,"Work's & Housing Estate, Gwarinpa, Abuja",2026-06-01 11:17:40,NPC
Wuye,4,12000000.0,Duplex,Terraced Duplex,"Wuye Main(tarred Rd, Wuye, Abuja",2026-06-01 11:17:48,NPC
Lugbe,1,800000.0,Apartment,Self Contain,"Sauka New Site Estate, FHA (F.H.A), Lugbe District, Abuja",2026-06-01 11:17:48,NPC
Asokoro,5,65000000.0,Duplex,Detached Duplex,"Asokoro District, Abuja",2026-06-01 11:17:48,NPC
Wuse,96,300000000.0,Apartment,Apartment,"Wuse 2, Abuja",2026-06-01 11:17:48,NPC
Asokoro,3,50000000.0,Duplex,Terraced Duplex,"Off Linda Chalker Street, Asokoro District, Abuja",2026-06-01 11:17:48,NPC
Katampe,6,25000000.0,Duplex,Semi-Detached Duplex,"Katampe (Main), Katampe, Abuja",2026-06-01 11:17:48,NPC
Jahi,3,20000000.0,Apartment,Apartment,"Jahi, Abuja",2026-06-01 11:17:48,NPC
Gwarinpa,4,20000000.0,Duplex,Detached Duplex,"3rd Avenue, Gwarinpa, Abuja",2026-06-01 11:17:48,NPC
Katampe,6,20000000.0,House,House,"Katampe (Main), Katampe, Abuja",2026-06-01 11:17:48,NPC
Mabushi,4,15000000.0,Duplex,Terraced Duplex,"Mabushi, Abuja",2026-06-01 11:17:48,NPC
Mabushi,4,15000000.0,Duplex,Terraced Duplex,"Mabushi, Mabushi, Abuja",2026-06-01 11:17:48,NPC
Jahi,3,10000000.0,Apartment,Apartment,"Jahi, Abuja",2026-06-01 11:17:48,NPC
Asokoro,3,15000000.0,Apartment,Apartment,"Asokoro District, Abuja",2026-06-01 11:17:48,NPC
Gwarinpa,3,6000000.0,Apartment,Apartment,"News Engineering, Dawaki, Gwarinpa, Abuja",2026-06-01 11:17:48,NPC
Life Camp,4,10000000.0,Duplex,Semi-Detached Duplex,"Orchacho Estate, Life Camp, Abuja",2026-06-01 11:17:48,NPC
Katampe,4,20000000.0,Duplex,Terraced Duplex,"Diplomatic Zone., Katampe Extension, Katampe, Abuja",2026-06-01 11:17:48,NPC
Maitama,1,6000000.0,Apartment,Apartment,"Maitama District, Abuja",2026-06-01 11:17:55,NPC
Lugbe,3,10000000.0,Apartment,Apartment,"Off River Park Estate, Airport Road, Lugbe District, Abuja",2026-06-01 11:17:55,NPC
Maitama,4,30000000.0,Duplex,Terraced Duplex,"Off Ibb Way, Maitama District, Abuja",2026-06-01 11:17:55,NPC
Lokogoma,11,16000000.0,Duplex,Detached Duplex,"Lokogoma District, Abuja",2026-06-01 11:17:55,NPC
Katampe,6,25000000.0,Duplex,Terraced Duplex,"Diplomatic Zone, Katampe Extension, Katampe, Abuja",2026-06-01 11:17:55,NPC
Life Camp,1,12000000.0,Apartment,Mini Flat,"Behind Godab Estate, Life Camp, Abuja",2026-06-01 11:17:55,NPC
Life Camp,1,8000000.0,Apartment,Mini Flat,"Behind Godab Estate, Life Camp, Abuja",2026-06-01 11:17:55,NPC
Galadimawa,3,5500000.0,Apartment,Apartment,"Galadimawa, Abuja",2026-06-01 11:17:55,NPC
Maitama,3,20000000.0,Apartment,Apartment,"Maitama District, Abuja",2026-06-01 11:18:05,NPC
Jahi,3,60000000.0,Apartment,Apartment,"Gilmore, Jahi, Abuja",2026-06-01 11:18:05,NPC
Maitama,5,82225800.0,Duplex,Terraced Duplex,"Maitama District, Abuja",2026-06-01 11:18:05,NPC
Karmo,4,6500000.0,Duplex,Terraced Duplex,"Nyzamiye Hospital, Karmo, Abuja",2026-06-01 11:18:05,NPC
Lokogoma,2,95000000.0,House,House,"Lokogoma District, Abuja",2026-06-01 11:18:05,NPC
Kaura,2,7000000.0,Apartment,Apartment,"Games Village, Kaura, Abuja",2026-06-01 11:18:05,NPC
Jabi,5,95000000.0,Duplex,Terraced Duplex,"Jabi, Abuja",2026-06-01 11:18:05,NPC
Katampe,4,25000000.0,Duplex,Detached Duplex,"Diplomatic Zone, Katampe Extension, Katampe, Abuja",2026-06-01 11:18:05,NPC
Guzape,3,10000000.0,Apartment,Apartment,"Guzape District, Abuja",2026-06-01 11:18:05,NPC
Katampe,3,10000000.0,Apartment,Apartment,"Diplomatic Zone, Katampe Extension, Katampe, Abuja",2026-06-01 11:18:05,NPC
Katampe,4,15000000.0,Duplex,Terraced Duplex,"Katampe (Main), Katampe, Abuja",2026-06-01 11:18:05,NPC
Wuye,1,8000000.0,Apartment,Self Contain,"Wuye, Abuja",2026-06-01 11:18:05,NPC
Kado,3,18000000.0,Bungalow,Detached Bungalow,"Kado Estate, Kado, Abuja",2026-06-01 11:18:05,NPC
Maitama,1,30000000.0,Apartment,Mini Flat,"Maitama District, Abuja",2026-06-01 11:18:05,NPC
Lugbe,1,1600000.0,Apartment,Apartment,"Cluster, River Park Estate Airport Road, Lugbe District, Abuja",2026-06-01 11:18:05,NPC
Maitama,4,60000000.0,Duplex,Terraced Duplex,"Maitama District, Abuja",2026-06-01 11:18:05,NPC
Guzape,5,60000000.0,Duplex,Detached Duplex,"Guzape District, Abuja",2026-06-01 11:18:05,NPC
Asokoro,10,150000000.0,Duplex,Detached Duplex,"Asokoro District, Abuja",2026-06-01 11:18:05,NPC
Lugbe,2,4000000.0,Apartment,Apartment,"Close To Dunamis Church Headquarters, Lugbe District, Abuja",2026-06-01 11:18:05,NPC
Wuye,3,7000000.0,Apartment,Apartment,"Wuye, Abuja",2026-06-01 11:18:13,NPC
Katampe,3,10000000.0,Apartment,Apartment,"Katampe (Main), Katampe, Abuja",2026-06-01 11:18:13,NPC
Lugbe,2,7500000.0,Apartment,Apartment,"Jedo Estate Road, Lugbe District, Abuja",2026-06-01 11:18:13,NPC
Maitama,2,47965050.0,Apartment,Apartment,"Maitama District, Abuja",2026-06-01 11:18:13,NPC
Kubwa,1,4000000.0,Apartment,Mini Flat,"Brick City Estate, Kubwa, Abuja",2026-06-01 11:18:13,NPC
Wuye,2,20000000.0,Apartment,Apartment,"Wuye, Abuja",2026-06-01 11:18:13,NPC
Gwarinpa,4,15000000.0,Duplex,Semi-Detached Duplex,"Gwarinpa, Abuja",2026-06-01 11:18:13,NPC
Maitama,6,50000000.0,Duplex,Detached Duplex,"Maitama District, Abuja",2026-06-01 11:18:13,NPC
Katampe,5,35000000.0,Duplex,Semi-Detached Duplex,"Katampe Extension, Katampe, Abuja",2026-06-01 11:18:13,NPC
Jahi,3,15000000.0,Duplex,Terraced Duplex,"Jahi, Abuja",2026-06-01 11:18:13,NPC
Jahi,3,10000000.0,Apartment,Apartment,"Jahi, Abuja",2026-06-01 11:18:13,NPC
Jabi,4,35000000.0,Duplex,Semi-Detached Duplex,"Jabi, Abuja",2026-06-01 11:18:13,NPC
Wuye,1,12000000.0,Apartment,Mini Flat,"Wuye, Abuja",2026-06-01 11:18:13,NPC
Guzape,5,25000000.0,Duplex,Semi-Detached Duplex,"Guzape District, Abuja",2026-06-01 11:18:13,NPC
Durumi,2,4500000.0,Apartment,Apartment,"American International School, Durumi, Abuja",2026-06-01 11:18:13,NPC
Maitama,1,6000000.0,Apartment,Apartment,"Maitama District, Abuja",2026-06-01 11:18:19,NPC
Wuye,2,6500000.0,Apartment,Apartment,"Wuye, Abuja",2026-06-01 11:18:19,NPC
Durumi,2,3500000.0,Apartment,Apartment,"Area 1 Axis., Durumi, Abuja",2026-06-01 11:18:19,NPC
Maitama,4,30000000.0,Duplex,Detached Duplex,"Maitama District, Abuja",2026-06-01 11:18:19,NPC
Maitama,5,50000000.0,Duplex,Detached Duplex,"Maitama District, Abuja",2026-06-01 11:18:19,NPC
Jahi,5,20000000.0,Duplex,Terraced Duplex,"Jahi, Abuja",2026-06-01 11:18:19,NPC
Katampe,5,30000000.0,Duplex,Detached Duplex,"Katampe Extension, Katampe, Abuja",2026-06-01 11:18:19,NPC
Katampe,5,30000000.0,Duplex,Semi-Detached Duplex,"Katampe Extension, Katampe, Abuja",2026-06-01 11:18:19,NPC
Maitama,3,40000000.0,Apartment,Apartment,"Maitama District, Abuja",2026-06-01 11:18:19,NPC
Jahi,4,9000000.0,Duplex,Terraced Duplex,"Jahi, Abuja",2026-06-01 11:18:19,NPC
Guzape,5,25000000.0,Duplex,Detached Duplex,"Guzape District, Abuja",2026-06-01 11:18:19,NPC
Gaduwa,4,10000000.0,Duplex,Detached Duplex,"Gaduwa, Abuja",2026-06-01 11:18:19,NPC
Durumi,2,5000000.0,Apartment,Apartment,"Area 1 Axis, Durumi, Abuja",2026-06-01 11:18:19,NPC
Gwarinpa,5,15000000.0,Duplex,Terraced Duplex,"3rd Avenue, Gwarinpa, Abuja",2026-06-01 11:18:19,NPC
Life Camp,4,10000000.0,Duplex,Terraced Duplex,"Life Camp, Abuja",2026-06-01 11:18:19,NPC
Katampe,28,120000000.0,Apartment,Apartment,"Katampe Extension, Katampe, Abuja",2026-06-01 11:18:19,NPC
Gwarinpa,1,3000000.0,Apartment,Mini Flat,"News Engineering, Dawaki, Gwarinpa, Abuja",2026-06-01 11:18:19,NPC
Wuse,4,25000000.0,Duplex,Terraced Duplex,"Wuse 2, Abuja",2026-06-01 11:18:19,NPC
Jabi,5,20000000.0,Duplex,Terraced Duplex,"Jabi, Abuja",2026-06-01 11:18:19,NPC
Gwarinpa,4,20000000.0,Duplex,Detached Duplex,"Brains And Hammer Estate By Expressway, Dawaki, Gwarinpa, Abuja",2026-06-01 11:18:19,NPC
Katampe,3,8500000.0,Apartment,Apartment,"Katampe Extension, Katampe, Abuja",2026-06-01 11:18:19,NPC
Maitama,1,9000000.0,Apartment,Apartment,"Maitama District, Abuja",2026-06-01 11:18:26,NPC
Katampe,5,35000000.0,Duplex,Detached Duplex,"Katampe Extension, Katampe, Abuja",2026-06-01 11:18:26,NPC
Lugbe,2,5000000.0,Apartment,Apartment,"River Park Estate, Lugbe District, Abuja",2026-06-01 11:18:26,NPC
Maitama,4,180000000.0,House,House,"Maitama Main, Maitama District, Abuja",2026-06-01 11:18:26,NPC
Jahi,4,12000000.0,Duplex,Terraced Duplex,"Off Aduvie School, Jahi, Abuja",2026-06-01 11:18:26,NPC
Guzape,3,12000000.0,House,House,"Enl, Guzape District, Abuja",2026-06-01 11:18:26,NPC
Jabi,4,41112900.0,Duplex,Terraced Duplex,"Jabi, Abuja",2026-06-01 11:18:26,NPC
Utako,4,18000000.0,Duplex,Terraced Duplex,"Utako, Abuja",2026-06-01 11:18:26,NPC
Gwarinpa,3,4500000.0,Apartment,Apartment,"Modern Market, Dawaki, Gwarinpa, Abuja",2026-06-01 11:18:26,NPC
Utako,4,18000000.0,Duplex,Terraced Duplex,"Utako, Abuja",2026-06-01 11:18:26,NPC
Durumi,1,8000000.0,House,House,"Durumi, Abuja",2026-06-01 11:18:26,NPC
Gwarinpa,2,3500000.0,Apartment,Apartment,"News Engineering, Dawaki, Gwarinpa, Abuja",2026-06-01 11:18:26,NPC
Gwarinpa,1,2500000.0,Apartment,Apartment,"News Engineering, Dawaki, Gwarinpa, Abuja",2026-06-01 11:18:26,NPC
Asokoro,4,35000000.0,Duplex,Terraced Duplex,"Off Ty Danjuma, Asokoro District, Abuja",2026-06-01 11:18:26,NPC
Lugbe,2,5000000.0,Apartment,Apartment,"River Park, Lugbe District, Abuja",2026-06-01 11:18:26,NPC
Jahi,3,9000000.0,Apartment,Apartment,"Jahi, Abuja",2026-06-01 11:18:26,NPC
Gwarinpa,2,12000000.0,Apartment,Apartment,"Off 3rd Avenue, Gwarinpa, Abuja",2026-06-01 11:18:26,NPC
Gaduwa,4,15000000.0,Apartment,Apartment,"Off Oladipo Diya Way, Gaduwa, Abuja",2026-06-01 11:18:26,NPC
Maitama,1,6000000.0,Apartment,Apartment,"Maitama District, Abuja",2026-06-01 11:18:33,NPC
Jahi,3,9000000.0,Apartment,Apartment,"Gilmore, Jahi, Abuja",2026-06-01 11:18:33,NPC
Guzape,3,15000000.0,Duplex,Terraced Duplex,"Guzape Main, Guzape District, Abuja",2026-06-01 11:18:33,NPC
Durumi,3,5500000.0,Apartment,Apartment,"Area 1 Axis., Durumi, Abuja",2026-06-01 11:18:33,NPC
Wuye,2,6000000.0,Apartment,Apartment,"By Shafa, Wuye, Abuja",2026-06-01 11:18:33,NPC
Gwarinpa,1,2500000.0,Apartment,Self Contain,"3rd Avenue, Gwarinpa, Abuja",2026-06-01 11:18:33,NPC
Wuye,4,15000000.0,Duplex,Terraced Duplex,"By Shafa, Wuye, Abuja",2026-06-01 11:18:33,NPC
Mabushi,1,4000000.0,Apartment,Mini Flat,"Mabushi, Abuja",2026-06-01 11:18:33,NPC
Jahi,3,10000000.0,Apartment,Apartment,"Jahi, Abuja",2026-06-01 11:18:33,NPC
Jahi,2,5000000.0,Apartment,Apartment,"Jahi, Abuja",2026-06-01 11:18:33,NPC
Wuye,1,5000000.0,Apartment,Apartment,"By Zartech( Tarred Rd), Wuye, Abuja",2026-06-01 11:18:33,NPC
Jabi,4,35000000.0,Duplex,Terraced Duplex,"Jabi, Abuja",2026-06-01 11:18:33,NPC
Guzape,4,28000000.0,Duplex,Terraced Duplex,"Adamu Aliero Crescent, Guzape District, Abuja",2026-06-01 11:18:33,NPC
Guzape,3,12000000.0,House,House,"Guzape District, Abuja",2026-06-01 11:18:33,NPC
Gwarinpa,3,6000000.0,Bungalow,Detached Bungalow,"Efab Estate, Gwarinpa, Abuja",2026-06-01 11:18:33,NPC
Jahi,4,15000000.0,Duplex,Terraced Duplex,"Jahi, Abuja",2026-06-01 11:18:33,NPC
Jahi,3,9000000.0,Apartment,Apartment,"Jahi, Abuja",2026-06-01 11:18:33,NPC
Gwarinpa,4,20000000.0,Duplex,Detached Duplex,"1st Avenue, Gwarinpa, Abuja",2026-06-01 11:18:33,NPC
Jahi,3,25000000.0,Apartment,Apartment,"Jahi, Abuja",2026-06-01 11:18:33,NPC
Kado,3,12000000.0,Bungalow,Detached Bungalow,"Kado, Abuja",2026-06-01 11:18:41,NPC
Life Camp,3,12000000.0,Bungalow,Detached Bungalow,"Life Camp, Abuja, Life Camp, Abuja",2026-06-01 11:18:41,NPC
Maitama,6,150000000.0,House,House,"Maitama District, Abuja",2026-06-01 11:18:41,NPC
Jahi,4,18000000.0,Duplex,Semi-Detached Duplex,"Jahi, Abuja",2026-06-01 11:18:41,NPC
Maitama,5,60000000.0,Duplex,Semi-Detached Duplex,"Maitama District, Abuja",2026-06-01 11:18:41,NPC
Jahi,4,12000000.0,Duplex,Terraced Duplex,"Jahi, Abuja",2026-06-01 11:18:41,NPC
Maitama,3,55000000.0,Duplex,Terraced Duplex,"Maitama District, Abuja",2026-06-01 11:18:41,NPC
Mabushi,4,25000000.0,Duplex,Detached Duplex,"Mabushi, Abuja",2026-06-01 11:18:41,NPC
Jahi,3,10000000.0,Duplex,Terraced Duplex,"By Living Faith Church, Jahi, Abuja",2026-06-01 11:18:41,NPC
Jabi,2,6000000.0,Apartment,Apartment,"By Shoprite, Jabi, Abuja",2026-06-01 11:18:41,NPC
Wuye,2,13000000.0,Apartment,Apartment,"Main, Wuye, Abuja",2026-06-01 11:18:41,NPC
Asokoro,3,16000000.0,Duplex,Semi-Detached Duplex,"Naf Valley Estate, Asokoro District, Abuja",2026-06-01 11:18:41,NPC
Life Camp,2,6500000.0,Apartment,Apartment,"Life Camp, Life Camp, Abuja",2026-06-01 11:18:41,NPC
Guzape,4,20000000.0,Duplex,Terraced Duplex,"Tarred Road, Guzape District, Abuja",2026-06-01 11:18:41,NPC
Lokogoma,1,2500000.0,Apartment,Self Contain,"Lokogoma, Lokogoma District, Abuja",2026-06-01 11:18:41,NPC
Maitama,1,9000000.0,Apartment,Apartment,"Maitama District, Abuja",2026-06-01 11:18:47,NPC
Katampe,4,20000000.0,Duplex,Terraced Duplex,"Tarred Road, Katampe Extension, Katampe, Abuja",2026-06-01 11:18:47,NPC
Gwarinpa,1,2500000.0,Apartment,Mini Flat,"Gwarinpa, Abuja",2026-06-01 11:18:47,NPC
Jahi,3,18000000.0,Apartment,Apartment,"Gilmore, Jahi, Abuja",2026-06-01 11:18:47,NPC
Gwarinpa,3,6500000.0,Bungalow,Detached Bungalow,"Efab Queens Estate, Gwarinpa, Abuja",2026-06-01 11:18:47,NPC
Wuye,2,25000000.0,Apartment,Apartment,"Main, Wuye, Abuja",2026-06-01 11:18:47,NPC
Galadimawa,4,10000000.0,Bungalow,Detached Bungalow,"Close To The Roundabout, Galadimawa, Abuja",2026-06-01 11:18:47,NPC
Jabi,3,8000000.0,Apartment,Apartment,"Tarred Road, Jabi, Abuja",2026-06-01 11:18:47,NPC
Asokoro,4,18000000.0,Duplex,Semi-Detached Duplex,"Naf Valley Estate, Asokoro District, Abuja",2026-06-01 11:18:47,NPC
Karu,3,5500000.0,Apartment,Apartment,"Karu, Abuja",2026-06-01 11:18:47,NPC
Asokoro,6,7000000.0,Duplex,Detached Duplex,"Asokoro District, Abuja",2026-06-01 11:18:47,NPC
Asokoro,2,25000000.0,Apartment,Apartment,"Asokoro District, Abuja",2026-06-01 11:18:47,NPC
Jahi,1,1000000.0,Apartment,Self Contain,"Jahi, Abuja",2026-06-01 11:18:47,NPC
Jabi,4,25000000.0,Duplex,Semi-Detached Duplex,"Tarred Road, Jabi, Abuja",2026-06-01 11:18:47,NPC
Karu,2,3500000.0,House,House,"Karu, Abuja",2026-06-01 11:18:47,NPC
